date,NVDA,AAPL,MSFT,AVGO,AMZN,GOOGL,GOOG,TSLA,META,NFLX,COST,AMD,CSCO,ORCL,WMT,JPM,BRK-B,MU,QCOM,PLTR,Mkt_RF,SMB,HML,RF
2020-10-01,0.006189186663695612,0.008426254142510636,0.01007593221601244,0.011679262609864516,0.022773457377156525,0.015101189299885576,0.013846305537509984,0.04367017342293966,0.017899237160903247,0.05349974843786498,0.00969909628748944,0.03440558441331465,-0.005910784492455523,-3.3502656207140546e-4,0.022404857636935116,0.007244988862972868,-0.004329817355523069,0.020236753139928787,0.015514837349913435,-0.00421941151025873,0.0078000000000000005,0.0105,-0.0054,0
2020-10-02,-0.04140896839246988,-0.03281247725944514,-0.029955689884149095,-0.03245256946609798,-0.030338326155416873,-0.021947661010665698,-0.021482922754898937,-0.07665503512528193,-0.025411063430095027,-0.047458369676064205,-0.009671259221013528,-0.03672556605037869,-0.013753743900315918,-0.014344926272858771,-0.018196516625896386,0.00944247462599801,-0.0039698143001505315,-0.029005731102042187,-0.03447285206125272,-0.02786892377329231,-0.0097,0.0108,0.024300000000000002,0
2020-10-05,0.043463617454448045,0.030326639904212804,0.020117374542554245,0.025647325140888633,0.023466537334268622,0.01853451955806218,0.018747868072096274,0.02519251863092009,0.017957283390030554,0.03436856217237594,0.010006006360786301,0.05181269976957026,0.007808501924579492,0.012332268485909736,0.009210003578899784,0.020916187817702436,0.005572134893589542,0.02230573837734262,0.04280482074415115,-0.018651125465347196,0.0194,0.0102,-9e-4,0
2020-10-06,0.006866554363566646,-0.029088768322671044,-0.021476294969549947,-0.005807866406053019,-0.031511605252542374,-0.021685906680769307,-0.022168368966201335,-0.027870184077313453,-0.02289364947730288,-0.028798249723958946,-6.41473512692059e-4,-0.019575120991443207,0,-8.400229360363554e-4,-0.008285395290837716,-0.010352405324066893,-0.009938116567500543,-0.005899689577195666,-0.00816469427476818,0.0919823807506508,-0.0128,0.0074,0.0025,0
2020-10-07,0.016426010521928713,0.0168248365255268,0.018858486964532517,0.007554493056472378,0.030413812448158772,0.005580446033395248,0.004701889097940004,0.02697712039822875,-0.0020901057656557143,0.05535126855700767,0.012947534055437693,0.02582370534865852,0.02129120842292309,0.022026584492276235,0.0018473538720518157,0.01729505973995593,0.014307876553178112,0.022773260431592224,0.028777195561326963,0.010050374385798033,0.0184,0.0058,0.0016,0
2020-10-08,-0.009010019748282527,-9.563149917326541e-4,0.0035679384287279348,0.017809523816964656,-0.0016097349459194277,0.016509733422144457,0.017405854934842147,0.00145672152478582,0.021615181192499833,-0.005382332793812061,0.005686178172799039,-0.002078526157305305,0.009849542972711678,0.004939020801804972,0.0033300019399353786,0.020346908518170004,0.008682720340670969,0.030314691232764535,-0.005624208938780129,0,0.008,-3e-4,0.010700000000000001,0
2020-10-09,-0.005506834952513362,0.017246389839663756,0.024532791826566758,0.008986489322956537,0.02967554216621071,0.018050610786930932,0.019519907863513097,0.01879307417669729,0.0026124732108323556,0.01428287831347319,0.011898486157916999,-0.04021535538629184,0.001506919674187479,0.00426106847954788,0.009995451607196504,-0.005714699884272534,0.0024603628492565477,-2.0043936155689224e-4,0.02046935872314304,-0.005012560992877724,0.009300000000000001,1e-4,-0.014199999999999999,0
2020-10-12,0.03310563879514339,0.061584536128759915,0.025572637766862805,0.015096356841932224,0.046454015977251295,0.035216275629948335,0.03497327085569246,0.01894382251512372,0.041842369279048164,6.856381837438974e-4,0.018822566468461588,0.014218561371585281,0.01271691342085468,0.005056611844364234,0.010242770408057655,0.012178570440153358,0.003378979782408642,0.01571089986205676,0.014469778755604068,-0.006048351652417239,0.0154,-0.0083,-9e-4,0
2020-10-13,0.0015628482006748712,-0.026885431509989566,0.006572859833426037,-0.0024610504148192547,2.0331580314181252e-4,0.0015839184371193582,0.0016109244026418779,0.009786884708723242,0.001413562537664781,0.02610992845068072,0.011093964599499628,0.011676701232445907,-0.013721089097553651,-0.008004637104677137,0.013632914157521103,-0.016337387824004068,-0.01912731429106973,0.022823395666036195,0.006059487861629798,-0.043395244953424505,-0.0042,0.0018,-0.0174,0
2020-10-14,-0.010796299953388822,7.428768689372589e-4,-0.00901479816605999,-0.003124277293314215,-0.0234816286885442,-0.0023191935063602287,-0.002293040167861804,0.0322732876187839,-0.01576803550236061,-0.02307640105777553,-0.0061656430702505816,-0.012626277933527774,0.002007122339090728,-1.6375101898802313e-4,-0.015784150100253136,-0.0055721896715974495,-0.006615939695652884,-0.0042519747315550305,0.018808377586526426,-0.013822666817541851,-0.006500000000000001,8e-4,3e-4,0
2020-10-15,-0.008925540095900963,-0.00396853247251272,-0.00544795781708185,-9.73342421942025e-4,-0.007478033616218127,-0.005110919170731698,-0.005723861614900905,-0.027292995774075735,-0.018940717551629405,9.045641809617422e-4,-0.0046626938387133166,-0.01290805366654979,0.0020040973273318663,-0.007244222395221378,0.004090757056646854,0.014856113930482806,0.0035024185682566156,0.005986180421893916,-0.010059778027780908,0.05923806436674672,-8e-4,0.009000000000000001,0.011399999999999999,0
2020-10-16,-0.01141078227800385,-0.014099515148980224,0,-0.003374498338951426,-0.0199481284839651,0.007832075019869045,0.008862928541095272,-0.02073109226537362,-0.0029661703645267323,-0.020788862939211672,0.013084970433758336,4.810693613928052e-4,0.004742058229492141,-0.003807490796297941,0.0012445723709353373,-0.002066574078360972,0.001227735384756734,-0.006373587156600635,0.0034936898186339604,-0.02038804671267025,-6e-4,-0.0018,5e-4,0
2020-10-19,-0.022978558475145405,-0.025873739314955735,-0.025077674625819668,-0.007635139961208459,-0.020216949722746236,-0.024374604987547954,-0.024714822275972104,-0.02031089107138584,-0.017181509279058815,-1.3188702282107556e-4,-0.01579740659845008,-0.014167436600534877,-0.02164713381811456,-0.011175356980503537,-0.012236875435948757,-0.016989283857317794,-0.013875243299412254,0.019570851089830477,-0.004738936917936698,-0.014523112655794979,-0.015300000000000001,0.0034000000000000002,0.0032,0
2020-10-20,0.010886932001196836,0.013105536075708635,0.0020054425485493965,0.0032412531430545677,0.003050895621115046,0.013716395331053732,0.013797299006638397,-0.020850455371877352,0.023292080204216248,-0.010036609470467805,0.007295626933488286,-0.005380331491867452,-0.0025478194288872658,0.0021781178194961726,0.006623676628334962,0.005695283239434801,0.0051067623577063515,0.016955742203178747,-9.346713084550373e-4,-0.0318497446171091,0.0034999999999999996,-0.0024,0.0126,0
2020-10-21,-0.008888513007219156,-0.005461133233858995,6.986399600954485e-4,-0.013190277713728271,-0.010018908847249541,0.022257210111435555,0.023740183752329003,0.0016576578966107647,0.040900005973663056,-0.07173323050145308,-0.0012959932996068346,-0.02936265548430228,-0.0035777748617915606,-0.001339871381857094,0.0034686387745876957,-0.010013091254397644,5.710790178810043e-4,-0.004118254846210423,0.0019466065980120462,-0.007579965636012709,-0.0034999999999999996,-0.004699999999999999,0.0040999999999999995,0
2020-10-22,-0.012181235621054665,-0.009629357307867181,4.1877174038607023e-4,0.0035414961031707826,-0.0026848868259321534,0.012948667090730837,0.013725467611831021,0.00742542785939726,-0.002191246765024246,-0.007841727972463186,-0.005493888954243076,0.002773942359686643,-0.00616323469908453,3.3523896300469147e-4,-0.005904001579251972,0.03471291473109961,0.0067806891409158965,0.019872455888144458,-0.001323173762314056,0.05085846949196471,0.0066,0.0060999999999999995,0.0103,0
2020-10-23,0.017012667221504518,-0.006153034483938669,0.006216308299536344,-0.001742038824546377,0.008776346822348735,0.016249244856830103,0.01576677384686498,-0.01219258008931412,0.023699673459031345,0.0062660128732159315,-0.0030649580237769314,0.031481109552512265,0,0.0035119432434020936,0.0020878533701567115,0.008999136700250432,0.005184806508033546,-0.02853866432215657,0.003887011941052343,-0.019823344311285407,0.0038,0.0042,4e-4,0
2020-10-26,-0.03359679547650263,8.707770305083073e-5,-0.02885423196040815,-0.026314714075801326,8.235515832764051e-4,-0.030270317143044956,-0.03128907572516049,-8.324460631961017e-4,-0.027337798954305548,-8.18785630429808e-5,-0.010438998430914559,0.0032889276062295636,-0.03007129773629691,-0.04106563121913798,-0.011817964830444172,-0.025068543880570893,-0.020038662433696786,-0.013525211312421348,-0.021013764815501546,0.047333943497544606,-0.018500000000000003,-0.0028000000000000004,-0.0039000000000000003,0
2020-10-27,0.019256222019435665,0.013382354987610867,0.014976775098399564,-0.009520730675248501,0.024423002689452744,0.009167028618917605,0.00864584022170245,0.010414737676610386,0.022056845214975418,0.0014122466629773456,0.005407523302302764,-0.04159256433188485,-0.02146590439304097,-0.007156898067213202,0.004981787120278636,-0.01904597726704349,-0.0077521661796433605,-0.003458460868273061,-0.002300708141266483,0.09576690684263234,-0.0023,-7.000000000000001e-4,-0.0233,0
2020-10-28,-0.05917489375536933,-0.04741889633847407,-0.050836850428849445,-0.035062764963790016,-0.038319991707740364,-0.056663941445910915,-0.05617843174889092,-0.04493353448533011,-0.056716380505474895,-0.005517021310776027,-0.021039773683749985,-0.03194495932991526,-0.031967487524919846,-0.026450725610352332,-0.02000678998410388,-0.028490319951059995,-0.03032769802897306,-0.03845113631158137,-0.03499482640869633,-0.00917432369883242,-0.0342,2e-4,0.005699999999999999,0
2020-10-29,0.03095660261626554,0.036380624836174213,0.010015030362351851,0.022216575366802438,0.01513413491187432,0.03004438155281708,0.032831774008264425,0.011777078527550167,0.047994570249715096,0.03629053593787335,0.0016459353303250879,0.020982444907219566,-5.601724365491556e-4,0.007705596293180239,-8.572472316545898e-4,0.006504432436059027,0.0040277400901524985,0.009554471943404419,0.03919520165275614,-0.009259360571296504,0.0113,0.0016,0.0027,0
2020-10-30,-0.038349000728344684,-0.057648437349908654,-0.011051664664230465,-0.01527062037135174,-0.05599533719159133,0.03733841803678217,0.03373341915955219,-0.057071061150065994,-0.06517707143836038,-0.05812136230775522,-0.020042999675778717,-0.035617825029888195,0.0058665570040794535,0.0016051901154088277,-0.008397098885574827,0.008913636793205448,0.0019335144015268924,-0.002777329475657009,-0.024660866731500697,-0.059404425015851636,-0.014499999999999999,-0.0079,0.018500000000000003,0
2020-11-02,0.0037229906518168043,-8.269813697765471e-4,-6.914768859997977e-4,0.0046229343414556645,-0.010485731675678345,0.0050671849885697284,0.0030920341045943545,0.031630273380806706,-0.006673872709387574,0.017461269929314405,0.01875391817762484,-0.007867284736790658,0,0.006041483706991091,0.011821687375179746,0.022291351326141573,0.01186594121379958,-0.012593780580580471,0.004933047029627602,0.03967620993613874,0.011699999999999999,0.0052,0.01,0
